"Link","Name","Pos","Height RAS","Weight RAS","Arm RAS","Hand RAS","Forty RAS","Twenty RAS","Ten RAS","Bench RAS","Vertical RAS","Broad RAS","Shuttle RAS","Cone RAS","RAS"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25862&ovl=Boston+College"">Link</a>","Kyle Hergel","OG","1.79","3.18",,,"5.27","5.56","7.12","8.87","9.75","9.67","8.78","6.58","7.83"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25863&ovl=Boston+College"">Link</a>","John Pupel","SS","7.27","5.91",,,"3.09","6.13","7.81","5.37","7.61","6.46","7.72","5.18","7.05"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25864&ovl=Alabama"">Link</a>","Darrian Dalcourt","OG","2.38","5.45",,,"4.89","3.16","7.50",,"2.06","2.71","5.14","4.31","3.11"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25865&ovl=Alabama"">Link</a>","Trezmen Marshall","LB","3.50","2.31",,,"5.28","2.83","7.90","3.88","1.05","4.42","3.77","4.84","2.68"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25866&ovl=West+Florida"">Link</a>","Jake Dorn","DT","5.65","0.78",,,"8.82","9.74","9.85","7.00","8.83","9.49","8.89","7.30","9.28"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25867&ovl=California"">Link</a>","Darius Long Jr.","DT","2.07","5.21",,,"3.36","3.25","1.20",,"6.52","7.20","4.57","3.06","2.8"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25868&ovl=California"">Link</a>","Monroe Young","WR","5.15","6.71",,,"6.94","6.40","4.35","8.37","9.60","7.46","5.28","6.99","8.08"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25869&ovl=Central+Connecticut"">Link</a>","Tyler Boatwright","CB","5.15","2.67",,,"8.32","8.88","8.30",,"9.33","5.12","7.45","1.85","7.32"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25870&ovl=Central+Connecticut"">Link</a>","Davion Johnson","WR","0.05","0.42",,,"6.32","8.18","8.27","4.59","2.18","1.08","2.42",,"2.2"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25871&ovl=Central+Connecticut"">Link</a>","Luquay Washington","LB","3.93","4.78",,,"9.05","9.04","9.27","0.88","7.63","8.24","5.04","5.97","7.26"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25872&ovl=Connecticut"">Link</a>","Noah Plack","LB","3.93","2.31",,,"4.72","6.83","6.31","3.04","8.66","6.84","4.20",,"4.95"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25873&ovl=Connecticut"">Link</a>","Geordon Porter","WR","5.33","4.51",,,"9.41","7.22","8.67","1.79","6.14","8.71","7.51","2.31","6.96"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25874&ovl=Connecticut"">Link</a>","Raashaan Wilkins Jr.","DT","2.32","8.20",,,"8.15","6.93","1.96","7.00","4.12","1.22","2.98","0.30","3.29"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25875&ovl=Colorado"">Link</a>","Xavier Weaver","WR","5.15","0.59",,,"7.77","9.86","9.87",,"8.16","9.01","5.28","6.28","8.4"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25876&ovl=Florida"">Link</a>","Eddie Battle","RB","7.52","5.75",,,"3.04","3.90","1.55","4.63","2.32","3.38","5.29","6.67","3.36"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25877&ovl=Florida"">Link</a>","Lynell Hudson Jr.","OT","4.25","9.47",,,"0.06","0.03","0.06",,"0.27","0.07","0.40","0.72","0.2"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25878&ovl=New+Haven"">Link</a>","Kevin Foelsch","TE","3.20","4.34",,,"8.89","9.60","8.89","7.28","6.29","5.93","3.44","1.32","6.45"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25879&ovl=New+Haven"">Link</a>","Dev Holmes","WR","0.46","1.36",,,"8.01","9.59","9.54","4.59","7.66","4.49","9.00","5.05","6.58"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25880&ovl=Bowling+Green"">Link</a>","Darren Anders","LB","0.95","1.21",,,"5.28","5.32","0.73",,"6.11","5.06","6.14","6.54","2.95"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25881&ovl=Bowling+Green"">Link</a>","Davon Ferguson","CB","1.26","4.15",,,"3.53","5.89","1.10","8.53","8.48","8.08","1.21","5.12","4.03"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25882&ovl=Bowling+Green"">Link</a>","Odieu Hilaire","WR","3.36","2.31",,,"5.42","5.37","6.58","5.47","3.18","6.86","3.46","2.87","3.57"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25883&ovl=Bowling+Green"">Link</a>","Austin Osborne","WR","7.48","6.71",,,"2.56","3.02","0.68","9.74","2.18","0.80","3.01","4.45","2.75"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25884&ovl=Bowling+Green"">Link</a>","Kameren Stewart","OT","2.54","1.27",,,,,,"0.36","0.09",,,,
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25885&ovl=Florida+Atlantic"">Link</a>","Je'Quan Burton","WR","1.33","1.47",,,"7.22","9.38","7.87","6.36","9.87","9.86","9.00","6.99","8.49"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25886&ovl=Florida+Atlantic"">Link</a>","Tre Jackson","DE","3.89","1.75",,,"1.26","4.30","5.67","2.20","4.31","5.52","0.69","0.19","1.27"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25887&ovl=Florida+Atlantic"">Link</a>","Kobe Lewis","RB","3.14","5.18",,,"6.92","0.34","7.21","8.34","6.70","8.21","8.08","5.21","6.54"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25888&ovl=Florida+Atlantic"">Link</a>","Larry McCammon III","RB","4.00","4.93",,,"0.37","8.08","2.86","5.53","1.10","0.66","2.78","1.26","1.28"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25889&ovl=Florida+Atlantic"">Link</a>","Jarron Morris","FS","0.10","0.02",,,"7.77","9.50","6.99","3.29","8.92","6.75","8.00","4.65","5.65"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25890&ovl=Florida+Atlantic"">Link</a>","Romain Mungin","CB","0.81","0.25",,,"1.37","4.76","0.66","0.04","0.04","0.15","1.75","2.97","0.08"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25891&ovl=Florida+Atlantic"">Link</a>","Chaz Neal","OT","9.49","8.16",,,"0.30","1.08","0.32","6.66","1.98","1.82","0.12","0.10","1.36"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25892&ovl=Florida+Atlantic"">Link</a>","Xavier Peters","DE","2.32","0.79",,,"2.71","8.55","5.67","4.24","0.34","2.33","6.67","0.82","1.93"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25893&ovl=Florida+Atlantic"">Link</a>","Marquice Robinson","OG","2.71","5.45",,,"0.33","4.44","3.57","3.55","2.06","3.13","2.43","1.07","1.18"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25894&ovl=Missouri"">Link</a>","Nyles Gaddy","DE","7.01","3.83",,,"1.45","3.19","2.51","5.01","7.08","4.94","1.10","1.02","2.3"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25895&ovl=Missouri"">Link</a>","Realus George Jr.","DT","1.88","3.89",,,"5.67","3.25","0.58","1.80","5.31","4.48","0.19",,"1.25"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25896&ovl=Missouri"">Link</a>","Jayden Jernigan","DT","1.88","2.48",,,"3.17","5.89","5.58","3.63","7.13","2.42","6.93","6.63","3.86"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25897&ovl=Kentucky"">Link</a>","Brenden Bates","TE","6.16","3.92",,,"8.72","4.31","4.41","7.28","6.90","9.11","4.60","7.54","7.21"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25898&ovl=Kentucky"">Link</a>","Justin Dingle II","FB","6.37","9.61",,,"4.24","1.52","2.15","8.09","5.28","7.88","0.67","2.01","4.09"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25899&ovl=Kentucky"">Link</a>","Kenneth Horsey","OG","6.29","6.55",,,"8.00","4.44","8.78",,"4.99","8.73","1.14","3.20","6.22"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25900&ovl=Kentucky"">Link</a>","Ramon Jefferson","RB","3.14","3.43",,,"7.50","6.23","8.76","5.53","9.59","9.51","5.29","6.27","7.74"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25901&ovl=Iowa"">Link</a>","Joe Evans","LB","5.68","8.88",,,"6.81","6.44","7.90","8.31","9.95","6.28","5.04","7.17","8.73"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25902&ovl=Iowa"">Link</a>","Rusty Feth","OC","4.69","7.48",,,"4.71","6.83","7.77","1.91","7.90","3.80","3.53","5.98","5.56"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25903&ovl=Iowa"">Link</a>","Nico Ragiaini","WR","3.36","3.62",,,"1.03","1.15","2.13","3.83","0.76","0.61","5.28","6.99","1.06"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25904&ovl=Iowa"">Link</a>","Noah Shannon","DT","0.90","2.48",,,"1.54","2.96","6.13","2.92","3.60","3.87","9.14","9.82","3.32"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25905&ovl=Iowa"">Link</a>","Steven Stilianos","TE","7.02","5.90",,,"1.49","3.01","7.22","3.32","6.90","4.72","1.18","2.67","3.32"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25906&ovl=Florida+State"">Link</a>","Akeem Dent","FS","5.07","6.65",,,"9.27","9.68","9.28","6.90","4.07","7.90","3.00","9.23","8.67"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25994&ovl=San+Diego+State"">Link</a>","Jalen Mayden","QB","3.25","5.33",,,"9.80","9.75","9.64","3.81","9.09","8.75","5.65","2.93","7.97"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25995&ovl=Virginia+State"">Link</a>","Matthew Foster","OG","8.74","5.45",,,,,,"1.60","5.60","4.23","2.63",,"4.1"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25996&ovl=Washington+State"">Link</a>","Devin Richardson","LB","7.48","3.61",,,"6.29","3.89","7.52","8.31","8.35","9.51","7.82","9.02","8.59"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25997&ovl=Washington+State"">Link</a>","Cam Lampkin","CB","2.56","2.33",,,"4.76","2.51","4.64","3.63","4.95","5.12","4.09","4.58","2.46"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25998&ovl=Washington+State"">Link</a>","Sam Lockett III","FS","5.97","7.30",,,"5.66","2.87","4.58","2.00","8.73","7.36","7.27","5.29","5.79"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25999&ovl=Washington+State"">Link</a>","Nakia Watson","RB","7.09","7.17",,,"0.24","0.28","0.68","7.78","1.92","1.46","4.11","2.46","1.51"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26000&ovl=Washington+State"">Link</a>","Ron Stone Jr.","LB","9.07","9.00",,,"7.03","5.32","7.00","2.42","8.03","8.87",,,"8.46"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26001&ovl=Washington+State"">Link</a>","Lincoln Victor","WR","0.40","1.61",,,"6.32","3.43","5.07","3.83","9.26","5.04","8.86","8.63","5.05"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26002&ovl=Jackson+State"">Link</a>","Deontae Graham","OG","8.21","8.63",,,"0.81","1.45","0.59","3.55","0.13","1.85","0.39","0.13","0.82"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26003&ovl=Tennessee"">Link</a>","Aaron Beasley","LB","3.72","1.21",,,"3.95","8.06","7.90","1.72","4.92","1.71","6.65","3.66","3.39"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26004&ovl=Tennessee"">Link</a>","Jaylen McCollough","FS","5.71","6.31",,,"2.01","5.98","4.10","7.54","2.31","2.54","0.65","0.61","2.29"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26005&ovl=Virginia+Tech"">Link</a>","Mario Kendricks","DT","0.78","4.13",,,"9.87","9.79","9.96","7.00","9.08","7.20","9.01","9.66","9.28"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26006&ovl=San+Diego"">Link</a>","Re-al Mitchell","RB","5.21","4.68",,,"5.23","4.43","3.96","9.15","8.20","5.91","3.18","0.45","4.73"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26007&ovl=San+Diego"">Link</a>","Trey Price","OT","3.95","1.51",,,"4.03","5.34","5.17","1.23","3.99","4.88","4.34","7.98","3.23"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26008&ovl=San+Diego"">Link</a>","Jayden Wickware","SS","3.75","0.62",,,"0.55","1.94","5.31","3.55","7.61","6.46","6.81","6.88","3.29"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26009&ovl=San+Diego"">Link</a>","Isaiah Williams","RB","9.18","4.68",,,"0.53","0.16","0.68",,"7.28","4.54","1.82","2.16","1.7"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26010&ovl=South+Alabama"">Link</a>","Charles Coleman III","DT","3.07","0.88",,,"7.14","8.59","9.89","2.92","2.53","5.03","1.80","3.06","3.6"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=26011&ovl=South+Alabama"">Link</a>","Brandon Crum","TE","1.50","6.81",,,"3.11","3.01","5.09","1.94","6.29","4.72","0.55","0.87","1.76"
